07:44:29 [Test worker] INFO  listener.WebEventListener - Before navigating to URL: 'https://ilcarro.xyz/search'
07:45:19 [Test worker] INFO  listener.WebEventListener - Clicked on: [[ChromeDriver: chrome on WINDOWS (d738d3c6da032203f0316543ed8f0e86)] -> id: class]
07:45:19 [Test worker] INFO  listener.WebEventListener - Trying to find Element By: By.id: class
07:45:19 [Test worker] INFO  listener.WebEventListener - Found Element By: By.id: class
07:45:19 [Test worker] INFO  listener.WebEventListener - Trying to find Element By: By.id: class
07:45:19 [Test worker] INFO  listener.WebEventListener - Found Element By: By.id: class
07:45:19 [Test worker] INFO  listener.WebEventListener - Trying to find Element By: By.id: class
07:45:19 [Test worker] INFO  listener.WebEventListener - Found Element By: By.id: class
07:45:19 [Test worker] INFO  listener.WebEventListener - trying to click on: [[ChromeDriver: chrome on WINDOWS (d738d3c6da032203f0316543ed8f0e86)] -> id: class]
07:45:19 [Test worker] INFO  listener.WebEventListener - Clicked on: [[ChromeDriver: chrome on WINDOWS (d738d3c6da032203f0316543ed8f0e86)] -> id: class]
07:45:19 [Test worker] INFO  listener.WebEventListener - Trying to find Element By: By.id: class
07:45:19 [Test worker] INFO  listener.WebEventListener - Found Element By: By.id: class
07:45:19 [Test worker] INFO  listener.WebEventListener - Trying to find Element By: By.id: class
07:45:19 [Test worker] INFO  listener.WebEventListener - Found Element By: By.id: class
07:45:19 [Test worker] INFO  listener.WebEventListener - Trying to find Element By: By.id: fuelConsumption
07:45:19 [Test worker] INFO  listener.WebEventListener - Found Element By: By.id: fuelConsumption
07:45:19 [Test worker] INFO  listener.WebEventListener - trying to click on: [[ChromeDriver: chrome on WINDOWS (d738d3c6da032203f0316543ed8f0e86)] -> id: fuelConsumption]
07:45:19 [Test worker] INFO  listener.WebEventListener - Clicked on: [[ChromeDriver: chrome on WINDOWS (d738d3c6da032203f0316543ed8f0e86)] -> id: fuelConsumption]
07:45:19 [Test worker] INFO  listener.WebEventListener - Trying to find Element By: By.id: fuelConsumption
07:45:19 [Test worker] INFO  listener.WebEventListener - Found Element By: By.id: fuelConsumption
07:45:19 [Test worker] INFO  listener.WebEventListener - Trying to find Element By: By.id: fuelConsumption
07:45:19 [Test worker] INFO  listener.WebEventListener - Found Element By: By.id: fuelConsumption
07:45:19 [Test worker] INFO  listener.WebEventListener - Trying to find Element By: By.id: serialNumber
07:45:19 [Test worker] INFO  listener.WebEventListener - Found Element By: By.id: serialNumber
07:45:19 [Test worker] INFO  listener.WebEventListener - trying to click on: [[ChromeDriver: chrome on WINDOWS (d738d3c6da032203f0316543ed8f0e86)] -> id: serialNumber]
07:45:19 [Test worker] INFO  listener.WebEventListener - Clicked on: [[ChromeDriver: chrome on WINDOWS (d738d3c6da032203f0316543ed8f0e86)] -> id: serialNumber]
07:45:19 [Test worker] INFO  listener.WebEventListener - Trying to find Element By: By.id: serialNumber
07:45:19 [Test worker] INFO  listener.WebEventListener - Found Element By: By.id: serialNumber
07:45:19 [Test worker] INFO  listener.WebEventListener - Trying to find Element By: By.id: serialNumber
07:45:19 [Test worker] INFO  listener.WebEventListener - Found Element By: By.id: serialNumber
07:45:19 [Test worker] INFO  listener.WebEventListener - Trying to find Element By: By.id: price
07:45:19 [Test worker] INFO  listener.WebEventListener - Found Element By: By.id: price
07:45:19 [Test worker] INFO  listener.WebEventListener - trying to click on: [[ChromeDriver: chrome on WINDOWS (d738d3c6da032203f0316543ed8f0e86)] -> id: price]
07:45:20 [Test worker] INFO  listener.WebEventListener - Clicked on: [[ChromeDriver: chrome on WINDOWS (d738d3c6da032203f0316543ed8f0e86)] -> id: price]
07:45:20 [Test worker] INFO  listener.WebEventListener - Trying to find Element By: By.id: price
07:45:20 [Test worker] INFO  listener.WebEventListener - Found Element By: By.id: price
07:45:20 [Test worker] INFO  listener.WebEventListener - Trying to find Element By: By.id: price
07:45:20 [Test worker] INFO  listener.WebEventListener - Found Element By: By.id: price
07:45:20 [Test worker] INFO  listener.WebEventListener - Trying to find Element By: By.id: distance
07:45:20 [Test worker] INFO  listener.WebEventListener - Found Element By: By.id: distance
07:45:20 [Test worker] INFO  listener.WebEventListener - trying to click on: [[ChromeDriver: chrome on WINDOWS (d738d3c6da032203f0316543ed8f0e86)] -> id: distance]
07:45:20 [Test worker] INFO  listener.WebEventListener - Clicked on: [[ChromeDriver: chrome on WINDOWS (d738d3c6da032203f0316543ed8f0e86)] -> id: distance]
07:45:20 [Test worker] INFO  listener.WebEventListener - Trying to find Element By: By.id: distance
07:45:20 [Test worker] INFO  listener.WebEventListener - Found Element By: By.id: distance
07:45:20 [Test worker] INFO  listener.WebEventListener - Trying to find Element By: By.id: distance
07:45:20 [Test worker] INFO  listener.WebEventListener - Found Element By: By.id: distance
07:45:20 [Test worker] INFO  listener.WebEventListener - Trying to find Element By: By.id: photos
07:45:20 [Test worker] INFO  listener.WebEventListener - Found Element By: By.id: photos
07:45:20 [Test worker] INFO  listener.WebEventListener - Trying to find Element By: By.xpath: //div[contains(text(),Photo)]
07:45:20 [Test worker] INFO  listener.WebEventListener - Found Element By: By.xpath: //div[contains(text(),Photo)]
07:45:20 [Test worker] INFO  listener.WebEventListener - Trying to find Element By: By.xpath: //a[text()=' Logout ']
07:45:20 [Test worker] INFO  listener.WebEventListener - Found Element By: By.xpath: //a[text()=' Logout ']
07:45:22 [Test worker] INFO  listener.WebEventListener - Trying to find Element By: By.xpath: //a[text()=' Let the car work ']
07:45:22 [Test worker] INFO  listener.WebEventListener - Found Element By: By.xpath: //a[text()=' Let the car work ']
07:45:22 [Test worker] INFO  listener.WebEventListener - trying to click on: [[ChromeDriver: chrome on WINDOWS (d738d3c6da032203f0316543ed8f0e86)] -> xpath: //a[text()=' Let the car work ']]
07:45:22 [Test worker] INFO  listener.WebEventListener - Clicked on: [[ChromeDriver: chrome on WINDOWS (d738d3c6da032203f0316543ed8f0e86)] -> xpath: //a[text()=' Let the car work ']]
07:45:22 [Test worker] INFO  listener.WebEventListener - Trying to find Element By: By.id: pickUpPlace
07:45:22 [Test worker] INFO  listener.WebEventListener - Found Element By: By.id: pickUpPlace
07:45:22 [Test worker] INFO  listener.WebEventListener - trying to click on: [[ChromeDriver: chrome on WINDOWS (d738d3c6da032203f0316543ed8f0e86)] -> id: pickUpPlace]
07:45:23 [Test worker] INFO  listener.WebEventListener - Clicked on: [[ChromeDriver: chrome on WINDOWS (d738d3c6da032203f0316543ed8f0e86)] -> id: pickUpPlace]
07:45:23 [Test worker] INFO  listener.WebEventListener - Trying to find Element By: By.id: pickUpPlace
07:45:23 [Test worker] INFO  listener.WebEventListener - Found Element By: By.id: pickUpPlace
07:45:23 [Test worker] INFO  listener.WebEventListener - Trying to find Element By: By.id: pickUpPlace
07:45:23 [Test worker] INFO  listener.WebEventListener - Found Element By: By.id: pickUpPlace
07:45:23 [Test worker] INFO  listener.WebEventListener - Trying to find Element By: By.cssSelector: .pac-item
07:45:23 [Test worker] INFO  listener.WebEventListener - Found Element By: By.cssSelector: .pac-item
07:45:23 [Test worker] INFO  listener.WebEventListener - Trying to find Element By: By.cssSelector: .pac-item
07:45:23 [Test worker] INFO  listener.WebEventListener - Found Element By: By.cssSelector: .pac-item
07:45:23 [Test worker] INFO  listener.WebEventListener - trying to click on: [[ChromeDriver: chrome on WINDOWS (d738d3c6da032203f0316543ed8f0e86)] -> css selector: .pac-item]
07:45:23 [Test worker] INFO  listener.WebEventListener - Clicked on: [[ChromeDriver: chrome on WINDOWS (d738d3c6da032203f0316543ed8f0e86)] -> css selector: .pac-item]
07:45:23 [Test worker] INFO  pages.BasePage - element By.cssSelector: .pac-item is present
07:45:23 [Test worker] INFO  listener.WebEventListener - Trying to find Element By: By.id: make
07:45:23 [Test worker] INFO  listener.WebEventListener - Found Element By: By.id: make
07:45:23 [Test worker] INFO  listener.WebEventListener - trying to click on: [[ChromeDriver: chrome on WINDOWS (d738d3c6da032203f0316543ed8f0e86)] -> id: make]
07:45:23 [Test worker] INFO  listener.WebEventListener - Clicked on: [[ChromeDriver: chrome on WINDOWS (d738d3c6da032203f0316543ed8f0e86)] -> id: make]
07:45:23 [Test worker] INFO  listener.WebEventListener - Trying to find Element By: By.id: make
07:45:23 [Test worker] INFO  listener.WebEventListener - Found Element By: By.id: make
07:45:23 [Test worker] INFO  listener.WebEventListener - Trying to find Element By: By.id: make
07:45:23 [Test worker] INFO  listener.WebEventListener - Found Element By: By.id: make
07:45:23 [Test worker] INFO  listener.WebEventListener - Trying to find Element By: By.id: model
07:45:23 [Test worker] INFO  listener.WebEventListener - Found Element By: By.id: model
07:45:23 [Test worker] INFO  listener.WebEventListener - trying to click on: [[ChromeDriver: chrome on WINDOWS (d738d3c6da032203f0316543ed8f0e86)] -> id: model]
07:45:24 [Test worker] INFO  listener.WebEventListener - Clicked on: [[ChromeDriver: chrome on WINDOWS (d738d3c6da032203f0316543ed8f0e86)] -> id: model]
07:45:24 [Test worker] INFO  listener.WebEventListener - Trying to find Element By: By.id: model
07:45:24 [Test worker] INFO  listener.WebEventListener - Found Element By: By.id: model
07:45:24 [Test worker] INFO  listener.WebEventListener - Trying to find Element By: By.id: model
07:45:24 [Test worker] INFO  listener.WebEventListener - Found Element By: By.id: model
07:45:24 [Test worker] INFO  listener.WebEventListener - Trying to find Element By: By.id: year
07:45:24 [Test worker] INFO  listener.WebEventListener - Found Element By: By.id: year
07:45:24 [Test worker] INFO  listener.WebEventListener - trying to click on: [[ChromeDriver: chrome on WINDOWS (d738d3c6da032203f0316543ed8f0e86)] -> id: year]
07:45:24 [Test worker] INFO  listener.WebEventListener - Clicked on: [[ChromeDriver: chrome on WINDOWS (d738d3c6da032203f0316543ed8f0e86)] -> id: year]
07:45:24 [Test worker] INFO  listener.WebEventListener - Trying to find Element By: By.id: year
07:45:24 [Test worker] INFO  listener.WebEventListener - Found Element By: By.id: year
07:45:24 [Test worker] INFO  listener.WebEventListener - Trying to find Element By: By.id: year
07:45:24 [Test worker] INFO  listener.WebEventListener - Found Element By: By.id: year
07:45:24 [Test worker] INFO  listener.WebEventListener - Trying to find Element By: By.id: engine
07:45:24 [Test worker] INFO  listener.WebEventListener - Found Element By: By.id: engine
07:45:24 [Test worker] INFO  listener.WebEventListener - trying to click on: [[ChromeDriver: chrome on WINDOWS (d738d3c6da032203f0316543ed8f0e86)] -> id: engine]
07:45:24 [Test worker] INFO  listener.WebEventListener - Clicked on: [[ChromeDriver: chrome on WINDOWS (d738d3c6da032203f0316543ed8f0e86)] -> id: engine]
07:45:24 [Test worker] INFO  listener.WebEventListener - Trying to find Element By: By.id: engine
07:45:24 [Test worker] INFO  listener.WebEventListener - Found Element By: By.id: engine
07:45:24 [Test worker] INFO  listener.WebEventListener - Trying to find Element By: By.id: engine
07:45:24 [Test worker] INFO  listener.WebEventListener - Found Element By: By.id: engine
07:45:24 [Test worker] INFO  listener.WebEventListener - Trying to find Element By: By.id: fuel
07:45:24 [Test worker] INFO  listener.WebEventListener - Found Element By: By.id: fuel
07:45:24 [Test worker] INFO  listener.WebEventListener - Trying to find Element By: By.xpath: .//option[normalize-space(.) = "Petrol"]
07:45:24 [Test worker] INFO  listener.WebEventListener - Found Element By: By.xpath: .//option[normalize-space(.) = "Petrol"]
07:45:24 [Test worker] INFO  listener.WebEventListener - trying to click on: [[[[ChromeDriver: chrome on WINDOWS (d738d3c6da032203f0316543ed8f0e86)] -> id: fuel]] -> xpath: .//option[normalize-space(.) = "Petrol"]]
07:45:24 [Test worker] INFO  listener.WebEventListener - Clicked on: [[[[ChromeDriver: chrome on WINDOWS (d738d3c6da032203f0316543ed8f0e86)] -> id: fuel]] -> xpath: .//option[normalize-space(.) = "Petrol"]]
07:45:24 [Test worker] INFO  listener.WebEventListener - Trying to find Element By: By.id: gear
07:45:24 [Test worker] INFO  listener.WebEventListener - Found Element By: By.id: gear
07:45:24 [Test worker] INFO  listener.WebEventListener - Trying to find Element By: By.xpath: .//option[normalize-space(.) = "MT"]
07:45:24 [Test worker] INFO  listener.WebEventListener - Found Element By: By.xpath: .//option[normalize-space(.) = "MT"]
07:45:24 [Test worker] INFO  listener.WebEventListener - trying to click on: [[[[ChromeDriver: chrome on WINDOWS (d738d3c6da032203f0316543ed8f0e86)] -> id: gear]] -> xpath: .//option[normalize-space(.) = "MT"]]
07:45:24 [Test worker] INFO  listener.WebEventListener - Clicked on: [[[[ChromeDriver: chrome on WINDOWS (d738d3c6da032203f0316543ed8f0e86)] -> id: gear]] -> xpath: .//option[normalize-space(.) = "MT"]]
07:45:24 [Test worker] INFO  listener.WebEventListener - Trying to find Element By: By.id: wheelsDrive
07:45:24 [Test worker] INFO  listener.WebEventListener - Found Element By: By.id: wheelsDrive
07:45:24 [Test worker] INFO  listener.WebEventListener - Trying to find Element By: By.xpath: .//option[normalize-space(.) = "FWD"]
07:45:24 [Test worker] INFO  listener.WebEventListener - Found Element By: By.xpath: .//option[normalize-space(.) = "FWD"]
07:45:24 [Test worker] INFO  listener.WebEventListener - trying to click on: [[[[ChromeDriver: chrome on WINDOWS (d738d3c6da032203f0316543ed8f0e86)] -> id: wheelsDrive]] -> xpath: .//option[normalize-space(.) = "FWD"]]
07:45:24 [Test worker] INFO  listener.WebEventListener - Clicked on: [[[[ChromeDriver: chrome on WINDOWS (d738d3c6da032203f0316543ed8f0e86)] -> id: wheelsDrive]] -> xpath: .//option[normalize-space(.) = "FWD"]]
07:45:24 [Test worker] INFO  listener.WebEventListener - Trying to find Element By: By.id: doors
07:45:24 [Test worker] INFO  listener.WebEventListener - Found Element By: By.id: doors
07:45:24 [Test worker] INFO  listener.WebEventListener - trying to click on: [[ChromeDriver: chrome on WINDOWS (d738d3c6da032203f0316543ed8f0e86)] -> id: doors]
07:45:24 [Test worker] INFO  listener.WebEventListener - Clicked on: [[ChromeDriver: chrome on WINDOWS (d738d3c6da032203f0316543ed8f0e86)] -> id: doors]
07:45:24 [Test worker] INFO  listener.WebEventListener - Trying to find Element By: By.id: doors
07:45:24 [Test worker] INFO  listener.WebEventListener - Found Element By: By.id: doors
07:45:24 [Test worker] INFO  listener.WebEventListener - Trying to find Element By: By.id: doors
07:45:24 [Test worker] INFO  listener.WebEventListener - Found Element By: By.id: doors
07:45:24 [Test worker] INFO  listener.WebEventListener - Trying to find Element By: By.id: seats
07:45:24 [Test worker] INFO  listener.WebEventListener - Found Element By: By.id: seats
07:45:24 [Test worker] INFO  listener.WebEventListener - trying to click on: [[ChromeDriver: chrome on WINDOWS (d738d3c6da032203f0316543ed8f0e86)] -> id: seats]
07:45:24 [Test worker] INFO  listener.WebEventListener - Clicked on: [[ChromeDriver: chrome on WINDOWS (d738d3c6da032203f0316543ed8f0e86)] -> id: seats]
07:45:24 [Test worker] INFO  listener.WebEventListener - Trying to find Element By: By.id: seats
07:45:24 [Test worker] INFO  listener.WebEventListener - Found Element By: By.id: seats
07:45:25 [Test worker] INFO  listener.WebEventListener - Trying to find Element By: By.id: seats
07:45:25 [Test worker] INFO  listener.WebEventListener - Found Element By: By.id: seats
07:45:25 [Test worker] INFO  listener.WebEventListener - Trying to find Element By: By.id: class
07:45:25 [Test worker] INFO  listener.WebEventListener - Found Element By: By.id: class
07:45:25 [Test worker] INFO  listener.WebEventListener - trying to click on: [[ChromeDriver: chrome on WINDOWS (d738d3c6da032203f0316543ed8f0e86)] -> id: class]
07:45:25 [Test worker] INFO  listener.WebEventListener - Clicked on: [[ChromeDriver: chrome on WINDOWS (d738d3c6da032203f0316543ed8f0e86)] -> id: class]
07:45:25 [Test worker] INFO  listener.WebEventListener - Trying to find Element By: By.id: class
07:45:25 [Test worker] INFO  listener.WebEventListener - Found Element By: By.id: class
07:45:25 [Test worker] INFO  listener.WebEventListener - Trying to find Element By: By.id: class
07:45:25 [Test worker] INFO  listener.WebEventListener - Found Element By: By.id: class
07:45:25 [Test worker] INFO  listener.WebEventListener - Trying to find Element By: By.id: class
07:45:25 [Test worker] INFO  listener.WebEventListener - Found Element By: By.id: class
07:45:25 [Test worker] INFO  listener.WebEventListener - trying to click on: [[ChromeDriver: chrome on WINDOWS (d738d3c6da032203f0316543ed8f0e86)] -> id: class]
07:45:25 [Test worker] INFO  listener.WebEventListener - Clicked on: [[ChromeDriver: chrome on WINDOWS (d738d3c6da032203f0316543ed8f0e86)] -> id: class]
07:45:25 [Test worker] INFO  listener.WebEventListener - Trying to find Element By: By.id: class
07:45:25 [Test worker] INFO  listener.WebEventListener - Found Element By: By.id: class
07:45:25 [Test worker] INFO  listener.WebEventListener - Trying to find Element By: By.id: class
07:45:25 [Test worker] INFO  listener.WebEventListener - Found Element By: By.id: class
07:45:25 [Test worker] INFO  listener.WebEventListener - Trying to find Element By: By.id: fuelConsumption
07:45:25 [Test worker] INFO  listener.WebEventListener - Found Element By: By.id: fuelConsumption
07:45:25 [Test worker] INFO  listener.WebEventListener - trying to click on: [[ChromeDriver: chrome on WINDOWS (d738d3c6da032203f0316543ed8f0e86)] -> id: fuelConsumption]
07:45:25 [Test worker] INFO  listener.WebEventListener - Clicked on: [[ChromeDriver: chrome on WINDOWS (d738d3c6da032203f0316543ed8f0e86)] -> id: fuelConsumption]
07:45:25 [Test worker] INFO  listener.WebEventListener - Trying to find Element By: By.id: fuelConsumption
07:45:25 [Test worker] INFO  listener.WebEventListener - Found Element By: By.id: fuelConsumption
07:45:25 [Test worker] INFO  listener.WebEventListener - Trying to find Element By: By.id: fuelConsumption
07:45:25 [Test worker] INFO  listener.WebEventListener - Found Element By: By.id: fuelConsumption
07:45:25 [Test worker] INFO  listener.WebEventListener - Trying to find Element By: By.id: serialNumber
07:45:25 [Test worker] INFO  listener.WebEventListener - Found Element By: By.id: serialNumber
07:45:25 [Test worker] INFO  listener.WebEventListener - trying to click on: [[ChromeDriver: chrome on WINDOWS (d738d3c6da032203f0316543ed8f0e86)] -> id: serialNumber]
07:45:25 [Test worker] INFO  listener.WebEventListener - Clicked on: [[ChromeDriver: chrome on WINDOWS (d738d3c6da032203f0316543ed8f0e86)] -> id: serialNumber]
07:45:25 [Test worker] INFO  listener.WebEventListener - Trying to find Element By: By.id: serialNumber
07:45:25 [Test worker] INFO  listener.WebEventListener - Found Element By: By.id: serialNumber
07:45:25 [Test worker] INFO  listener.WebEventListener - Trying to find Element By: By.id: serialNumber
07:45:25 [Test worker] INFO  listener.WebEventListener - Found Element By: By.id: serialNumber
07:45:25 [Test worker] INFO  listener.WebEventListener - Trying to find Element By: By.id: price
07:45:25 [Test worker] INFO  listener.WebEventListener - Found Element By: By.id: price
07:45:25 [Test worker] INFO  listener.WebEventListener - trying to click on: [[ChromeDriver: chrome on WINDOWS (d738d3c6da032203f0316543ed8f0e86)] -> id: price]
07:45:25 [Test worker] INFO  listener.WebEventListener - Clicked on: [[ChromeDriver: chrome on WINDOWS (d738d3c6da032203f0316543ed8f0e86)] -> id: price]
07:45:25 [Test worker] INFO  listener.WebEventListener - Trying to find Element By: By.id: price
07:45:25 [Test worker] INFO  listener.WebEventListener - Found Element By: By.id: price
07:45:25 [Test worker] INFO  listener.WebEventListener - Trying to find Element By: By.id: price
07:45:25 [Test worker] INFO  listener.WebEventListener - Found Element By: By.id: price
07:45:25 [Test worker] INFO  listener.WebEventListener - Trying to find Element By: By.id: distance
07:45:25 [Test worker] INFO  listener.WebEventListener - Found Element By: By.id: distance
07:45:25 [Test worker] INFO  listener.WebEventListener - trying to click on: [[ChromeDriver: chrome on WINDOWS (d738d3c6da032203f0316543ed8f0e86)] -> id: distance]
07:45:25 [Test worker] INFO  listener.WebEventListener - Clicked on: [[ChromeDriver: chrome on WINDOWS (d738d3c6da032203f0316543ed8f0e86)] -> id: distance]
07:45:25 [Test worker] INFO  listener.WebEventListener - Trying to find Element By: By.id: distance
07:45:25 [Test worker] INFO  listener.WebEventListener - Found Element By: By.id: distance
07:45:25 [Test worker] INFO  listener.WebEventListener - Trying to find Element By: By.id: distance
07:45:25 [Test worker] INFO  listener.WebEventListener - Found Element By: By.id: distance
07:45:25 [Test worker] INFO  listener.WebEventListener - Trying to find Element By: By.id: photos
07:45:25 [Test worker] INFO  listener.WebEventListener - Found Element By: By.id: photos
07:45:26 [Test worker] INFO  listener.WebEventListener - Trying to find Element By: By.xpath: //div[contains(text(),Photo)]
07:45:26 [Test worker] INFO  listener.WebEventListener - Found Element By: By.xpath: //div[contains(text(),Photo)]
07:45:26 [Test worker] INFO  listener.WebEventListener - Trying to find Element By: By.xpath: //a[text()=' Logout ']
07:45:26 [Test worker] INFO  listener.WebEventListener - Found Element By: By.xpath: //a[text()=' Logout ']
07:45:28 [Test worker] INFO  listener.WebEventListener - Trying to find Element By: By.xpath: //a[text()=' Let the car work ']
07:45:28 [Test worker] INFO  listener.WebEventListener - Found Element By: By.xpath: //a[text()=' Let the car work ']
07:45:28 [Test worker] INFO  listener.WebEventListener - trying to click on: [[ChromeDriver: chrome on WINDOWS (d738d3c6da032203f0316543ed8f0e86)] -> xpath: //a[text()=' Let the car work ']]
07:45:28 [Test worker] INFO  listener.WebEventListener - Clicked on: [[ChromeDriver: chrome on WINDOWS (d738d3c6da032203f0316543ed8f0e86)] -> xpath: //a[text()=' Let the car work ']]
07:45:28 [Test worker] INFO  listener.WebEventListener - Trying to find Element By: By.id: pickUpPlace
07:45:28 [Test worker] INFO  listener.WebEventListener - Found Element By: By.id: pickUpPlace
07:45:28 [Test worker] INFO  listener.WebEventListener - trying to click on: [[ChromeDriver: chrome on WINDOWS (d738d3c6da032203f0316543ed8f0e86)] -> id: pickUpPlace]
07:45:28 [Test worker] INFO  listener.WebEventListener - Clicked on: [[ChromeDriver: chrome on WINDOWS (d738d3c6da032203f0316543ed8f0e86)] -> id: pickUpPlace]
07:45:28 [Test worker] INFO  listener.WebEventListener - Trying to find Element By: By.id: pickUpPlace
07:45:28 [Test worker] INFO  listener.WebEventListener - Found Element By: By.id: pickUpPlace
07:45:28 [Test worker] INFO  listener.WebEventListener - Trying to find Element By: By.id: pickUpPlace
07:45:28 [Test worker] INFO  listener.WebEventListener - Found Element By: By.id: pickUpPlace
07:45:28 [Test worker] INFO  listener.WebEventListener - Trying to find Element By: By.cssSelector: .pac-item
07:45:29 [Test worker] INFO  listener.WebEventListener - Found Element By: By.cssSelector: .pac-item
07:45:29 [Test worker] INFO  listener.WebEventListener - Trying to find Element By: By.cssSelector: .pac-item
07:45:29 [Test worker] INFO  listener.WebEventListener - Found Element By: By.cssSelector: .pac-item
07:45:29 [Test worker] INFO  listener.WebEventListener - trying to click on: [[ChromeDriver: chrome on WINDOWS (d738d3c6da032203f0316543ed8f0e86)] -> css selector: .pac-item]
07:45:29 [Test worker] INFO  listener.WebEventListener - Clicked on: [[ChromeDriver: chrome on WINDOWS (d738d3c6da032203f0316543ed8f0e86)] -> css selector: .pac-item]
07:45:29 [Test worker] INFO  pages.BasePage - element By.cssSelector: .pac-item is present
07:45:29 [Test worker] INFO  listener.WebEventListener - Trying to find Element By: By.id: make
07:45:29 [Test worker] INFO  listener.WebEventListener - Found Element By: By.id: make
07:45:29 [Test worker] INFO  listener.WebEventListener - trying to click on: [[ChromeDriver: chrome on WINDOWS (d738d3c6da032203f0316543ed8f0e86)] -> id: make]
07:45:29 [Test worker] INFO  listener.WebEventListener - Clicked on: [[ChromeDriver: chrome on WINDOWS (d738d3c6da032203f0316543ed8f0e86)] -> id: make]
07:45:29 [Test worker] INFO  listener.WebEventListener - Trying to find Element By: By.id: make
07:45:29 [Test worker] INFO  listener.WebEventListener - Found Element By: By.id: make
07:45:29 [Test worker] INFO  listener.WebEventListener - Trying to find Element By: By.id: make
07:45:29 [Test worker] INFO  listener.WebEventListener - Found Element By: By.id: make
07:45:29 [Test worker] INFO  listener.WebEventListener - Trying to find Element By: By.id: model
07:45:29 [Test worker] INFO  listener.WebEventListener - Found Element By: By.id: model
07:45:29 [Test worker] INFO  listener.WebEventListener - trying to click on: [[ChromeDriver: chrome on WINDOWS (d738d3c6da032203f0316543ed8f0e86)] -> id: model]
07:45:29 [Test worker] INFO  listener.WebEventListener - Clicked on: [[ChromeDriver: chrome on WINDOWS (d738d3c6da032203f0316543ed8f0e86)] -> id: model]
07:45:29 [Test worker] INFO  listener.WebEventListener - Trying to find Element By: By.id: model
07:45:29 [Test worker] INFO  listener.WebEventListener - Found Element By: By.id: model
07:45:29 [Test worker] INFO  listener.WebEventListener - Trying to find Element By: By.id: model
07:45:29 [Test worker] INFO  listener.WebEventListener - Found Element By: By.id: model
07:45:29 [Test worker] INFO  listener.WebEventListener - Trying to find Element By: By.id: year
07:45:29 [Test worker] INFO  listener.WebEventListener - Found Element By: By.id: year
07:45:29 [Test worker] INFO  listener.WebEventListener - trying to click on: [[ChromeDriver: chrome on WINDOWS (d738d3c6da032203f0316543ed8f0e86)] -> id: year]
07:45:29 [Test worker] INFO  listener.WebEventListener - Clicked on: [[ChromeDriver: chrome on WINDOWS (d738d3c6da032203f0316543ed8f0e86)] -> id: year]
07:45:29 [Test worker] INFO  listener.WebEventListener - Trying to find Element By: By.id: year
07:45:29 [Test worker] INFO  listener.WebEventListener - Found Element By: By.id: year
07:45:29 [Test worker] INFO  listener.WebEventListener - Trying to find Element By: By.id: year
07:45:29 [Test worker] INFO  listener.WebEventListener - Found Element By: By.id: year
07:45:29 [Test worker] INFO  listener.WebEventListener - Trying to find Element By: By.id: engine
07:45:29 [Test worker] INFO  listener.WebEventListener - Found Element By: By.id: engine
07:45:29 [Test worker] INFO  listener.WebEventListener - trying to click on: [[ChromeDriver: chrome on WINDOWS (d738d3c6da032203f0316543ed8f0e86)] -> id: engine]
07:45:29 [Test worker] INFO  listener.WebEventListener - Clicked on: [[ChromeDriver: chrome on WINDOWS (d738d3c6da032203f0316543ed8f0e86)] -> id: engine]
07:45:29 [Test worker] INFO  listener.WebEventListener - Trying to find Element By: By.id: engine
07:45:29 [Test worker] INFO  listener.WebEventListener - Found Element By: By.id: engine
07:45:29 [Test worker] INFO  listener.WebEventListener - Trying to find Element By: By.id: engine
07:45:29 [Test worker] INFO  listener.WebEventListener - Found Element By: By.id: engine
07:45:30 [Test worker] INFO  listener.WebEventListener - Trying to find Element By: By.id: fuel
07:45:30 [Test worker] INFO  listener.WebEventListener - Found Element By: By.id: fuel
07:45:30 [Test worker] INFO  listener.WebEventListener - Trying to find Element By: By.xpath: .//option[normalize-space(.) = "Petrol"]
07:45:30 [Test worker] INFO  listener.WebEventListener - Found Element By: By.xpath: .//option[normalize-space(.) = "Petrol"]
07:45:30 [Test worker] INFO  listener.WebEventListener - trying to click on: [[[[ChromeDriver: chrome on WINDOWS (d738d3c6da032203f0316543ed8f0e86)] -> id: fuel]] -> xpath: .//option[normalize-space(.) = "Petrol"]]
07:45:30 [Test worker] INFO  listener.WebEventListener - Clicked on: [[[[ChromeDriver: chrome on WINDOWS (d738d3c6da032203f0316543ed8f0e86)] -> id: fuel]] -> xpath: .//option[normalize-space(.) = "Petrol"]]
07:45:30 [Test worker] INFO  listener.WebEventListener - Trying to find Element By: By.id: gear
07:45:30 [Test worker] INFO  listener.WebEventListener - Found Element By: By.id: gear
07:45:30 [Test worker] INFO  listener.WebEventListener - Trying to find Element By: By.xpath: .//option[normalize-space(.) = "MT"]
07:45:30 [Test worker] INFO  listener.WebEventListener - Found Element By: By.xpath: .//option[normalize-space(.) = "MT"]
07:45:30 [Test worker] INFO  listener.WebEventListener - trying to click on: [[[[ChromeDriver: chrome on WINDOWS (d738d3c6da032203f0316543ed8f0e86)] -> id: gear]] -> xpath: .//option[normalize-space(.) = "MT"]]
07:45:30 [Test worker] INFO  listener.WebEventListener - Clicked on: [[[[ChromeDriver: chrome on WINDOWS (d738d3c6da032203f0316543ed8f0e86)] -> id: gear]] -> xpath: .//option[normalize-space(.) = "MT"]]
